foodCategory,images,rating,visitReviewCount,blogReviewCount,review
종합분식,[],x,7,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
차,[],4.58,480,6,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
펜션,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200126_207%2F1580010379262MrCp6_JPEG%2F8aeaQP6lU9k8Q_aBcNKaQFBu.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_136%2F1559917548366b5NBL_JPEG%2FJ1YTzM-ZxeVyL7Su0D4N5p-w.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_92%2F1559917533173uiSko_JPEG%2F8lcs9naKXm5t3awjMUvHNDiI.jpg""']",4.8,33,84,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_202%2F1695279966035Kt1RB_JPEG%2F%25BB%25E7%25C1%25F82.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_153%2F1695279965927mPVl4_JPEG%2F%25BB%25E7%25C1%25F83.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_208%2F1695279966040AEDxJ_JPEG%2F%25BB%25E7%25C1%25F84.jpg""']",x,75,45,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트",[],x,12,0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
펜션,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220405_265%2F1649132416043Mylg0_JPEG%2Fimage.jpg""']",4.67,34,13,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_47%2F1698852246430z0KY9_JPEG%2FIMG_3871.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_161%2F16987218685149cuCX_JPEG%2FIMG_3822.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_219%2F1698721861657qAlO4_JPEG%2FIMG_3824.jpeg""']",x,41,5,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
베이커리,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220105_105%2F1641359717476a6anK_JPEG%2FIMG_8458_2.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220105_139%2F1641359707015wsKpD_JPEG%2FIMG_5987.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220105_108%2F1641359730562Vhryg_JPEG%2FIMG_8995_3.jpeg""']",4.7,108,85,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
베이커리,[],4.67,591,320,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231002_81%2F1696228471783YNP6c_JPEG%2F1_%252810_01_%25A2%25AE_%2529.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231002_122%2F1696228565367JSMGi_JPEG%2F5.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231002_136%2F1696228636630xQdU8_JPEG%2F3_2.jpg""']",x,19,17,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"도시락,컵밥",[],3.98,140,3,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231228_164%2F1703732547083B9lOv_JPEG%2FDSC08920_%25282%2529-%25C6%25ED%25C1%25FD.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231228_56%2F1703732528686MLHps_JPEG%2F%25C1%25A6%25C7%25B0%25B4%25EB%25C7%25A5%25BB%25E7%25C1%25F8.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231130_293%2F17013283134149W727_JPEG%2FKakaoTalk_20231121_105538500_12.jpg""']",4.8,592,291,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_82%2F15946231600626dvV2_JPEG%2FCbUhgW-fANXeJUQDzJ5Me8NC.jpg""']",4.52,619,1019,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
종합분식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230810_50%2F1691641752209R9fxu_JPEG%2Fimage.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230810_107%2F1691641821603uPBkV_JPEG%2Fimage.jpg""']",x,1,51,"['', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191005_225%2F1570252649963U3fDm_JPEG%2FrKqSUqmx4h-8dp-jbuoQRCb3.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191005_156%2F1570252696631sJHcE_JPEG%2FnXvQwNV5eJL5iQU3oKEPYMPR.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_228%2F1585629506461vJsyo_JPEG%2FW35rGOF9A3_XL0Ydyht4c_b7.jpeg.jpg""']",4.83,235,205,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
아이스크림,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg""']",4.52,725,16,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230625_27%2F1687664140590x0oAA_JPEG%2F156B3F55-B293-4A78-8663-636AC591A5A1.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230703_290%2F16883514985858RsFU_JPEG%2FAE41FB06-5EB8-49FB-B2D6-1707D5044DED.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230625_208%2F16876641327225bmPW_JPEG%2F9E6D8A62-D243-4356-A610-CA278AC55FA1.jpeg""']",x,11,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"육류,고기요리","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230607_119%2F1686127152611WWKX5_JPEG%2F1.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230718_94%2F1689670486065MX3ir_JPEG%2FKakaoTalk_20230607_173453852_09.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230607_229%2F16861272378679ox6w_JPEG%2F5.jpg""']",x,1168,309,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
햄버거,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240207_300%2F1707268553325GfUKX_PNG%2F%25BA%25F1%25BA%25F6.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_165%2F1699339268581y67PC_JPEG%2F5._231012-%25B1%25F8%25B5%25C5%25C8%25C4-%25C7%25CF%25B4%25DC%25B9%25E8%25B3%25CA.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_4%2F1699339261727waYoC_JPEG%2F%25BB%25F5%25BF%25EC.jpg""']",4.26,8646,30,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_86%2F1570770770627Wf7DB_JPEG%2FWG1TjYWdzTDrCcAvOGvR_JtW.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_224%2F1570770767598ztOJ5_JPEG%2FD9C8qGTjmTKWtJdWhgQm8GmP.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_17%2F1570770769066aD4L1_JPEG%2FiJYQQMhI9GgD2kASIfUZfjdA.jpg""']",x,608,433,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230831_39%2F1693472191140bG7js_JPEG%2F20230830_171917.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230831_204%2F1693472191148JkeLM_JPEG%2F20230830_171929.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230909_75%2F1694254667898JD5s8_JPEG%2FScreenshot_20230909_125553_Video_Player.jpg""']",4.34,139,10,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190730_133%2F1564456759613MQ7NG_JPEG%2FK7n8QNFbzWsOJGPm0v8Stq3D.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210612_119%2F1623483345204k3mBP_JPEG%2F4A17xL2ZYtXUf3pswpNIwUw4.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190730_133%2F1564456720905Hg4QV_JPEG%2F5v_AaD7cCBNoso-6wuc6zcXg.jpg""']",4.74,281,137,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220211_93%2F16445619323635xd2U_JPEG%2Fmalona_63.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220211_39%2F1644561965636IVQxw_JPEG%2Fmalona_037.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220211_81%2F16445621704198wUgX_JPEG%2Fmalona_047.jpg""']",4.89,303,247,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_135%2F1617244586822v1ka2_JPEG%2F7uCW1sfav8vSWARFJecx33a5.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210401_196%2F1617244587349NCuS2_JPEG%2Fpa2vX23Y-eLfEE7Q4cplvV1B.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200129_157%2F1580267614026z3t5y_JPEG%2FQzKRGKlILfbQQC2slBo8UNfv.jpeg.jpg""']",x,18,9,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_225%2F1592196111277n8gup_JPEG%2F7GRbfcfOo2OdEuj4i3C1Gow7.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_32%2F1592196111276VpgN0_JPEG%2FjmMJkdbF8Dvk-snQfbY8LEc6.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_203%2F1594922672608whX6I_JPEG%2FFezA_gIup--VamAet-DxSXnJ.jpg""']",4.86,46,9,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
돈가스,[],4.26,644,66,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
스마일찹쌀꽈배기,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191005_118%2F1570266151293zPJBJ_JPEG%2FOKkXrKY9SkpxyOLhJnfCSjHJ.jpg""']",4.7,174,17,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
차,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230907_278%2F1694052480848EgMqK_JPEG%2F230628_%25C4%25AB%25C6%25E4%25BF%25C0%25B0%25A1%25B4%25D9_%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BF%25B5%25B5%25EE%25C6%25F7%25C1%25A1_%25C3%25D4%25BF%25B5_%25B8%25F0%25C0%25BD_%25B8%25F0%25C0%25BD%25C4%25C6_%25C0%25BD%25B7%25E1%252C%25B5%25F0%25C0%25FA%25C6%25AE.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230907_47%2F1694052481151qqGCg_JPEG%2F230628_%25C4%25AB%25C6%25E4%25BF%25C0%25B0%25A1%25B4%25D9_%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BF%25B5%25B5%25EE%25C6%25F7%25C1%25A1_%25C3%25D4%25BF%25B5_%25B8%25F0%25C0%25BD_%25B8%25F0%25C0%25BD%25C4%25C6_%25C1%25D6%25BD%25BA%252C%25BF%25A1%25C0%25CC%25B5%25E5.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230907_271%2F1694052481200RxMJi_JPEG%2F230628_%25C4%25AB%25C6%25E4%25BF%25C0%25B0%25A1%25B4%25D9_%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BF%25B5%25B5%25EE%25C6%25F7%25C1%25A1_%25C3%25D4%25BF%25B5_%25B8%25F0%25C0%25BD_%25B8%25F0%25C0%25BD%25C4%25C6_%25C4%25DA%25B8%25AE%25BE%25C8%25C6%25BC.jpg""']",4.19,6970,58,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240227_258%2F1709034719248jubQA_JPEG%2F1000054797.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240227_11%2F1709035279819nvPH9_JPEG%2F1000050708.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240227_77%2F17090352796341UNwn_JPEG%2F1000050444.jpg""']",4.83,18,8,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_96%2F16929391713929xQeI_JPEG%2FB9A84097-6F17-4DC8-A080-971EE7609F1A.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231225_100%2F1703476886597Af2xa_JPEG%2FAC072654-592B-4ED0-9F62-FD74B87F5FFD.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240307_36%2F1709784284079NytKD_JPEG%2F1E0FFA72-3D72-46F0-96FC-26D6E80E4955.jpeg""']",4.64,421,375,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트",[],x,6,4,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
갤러리카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_186%2F1628816089738cum6r_JPEG%2FiBggRht3vq_6PdT4Lc9uFlS8.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_251%2F16288157820946MFo4_JPEG%2FuCWNOCEPIBMtTLBq-PZtGN_H.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_164%2F1628815843129IhmwF_JPEG%2FTnVqMoreew4a1DKyLZK18j_i.jpg""']",4.9,2817,822,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
