foodCategory,images,rating,visitReviewCount,blogReviewCount,review
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230312_114%2F1678610746905tXKov_JPEG%2FKakaoTalk_20230306_232854532.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230312_170%2F16786107541060DllH_JPEG%2FKakaoTalk_20230306_232619265.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230312_38%2F1678612202669NRwdf_JPEG%2FKakaoTalk_20230312_175854098_05.jpg""']",x,75,115,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_221%2F1691207667377VXAra_JPEG%2F69DB29D6-568E-4175-9727-D37DB6411DC0.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_143%2F1691207667382FUPVM_JPEG%2F43D16BA1-BD1E-499F-AA0D-D617508DAB26.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_122%2F1691207667371z0lkV_JPEG%2F21F96193-EDAC-418D-8CF7-0CF2038582E3.jpeg""']",x,14,7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_13%2F1677905346645I3BEa_JPEG%2F%25B7%25CE%25B0%25ED%25BB%25E7%25C1%25F8.jpg""']",x,27,7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240207_194%2F1707289586037Yz8Pe_JPEG%2FIMG_1824.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_60%2F1698911949792YYhO6_JPEG%2FIMG_4403.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240112_16%2F1705005733906CjkSw_JPEG%2FIMG_9461.jpeg""']",x,67,21,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230317_266%2F1679060864477F7l9T_JPEG%2F%25C4%25C4%25C6%25F7%25C1%25EE%25C4%25BF%25C7%25C7_%25C1%25A6%25C1%25D6%25C7%25D4%25B4%25F6%25C1%25A1_1.jpeg""']",x,279,12,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_124%2F1671167781158y6rKG_JPEG%2F%25BC%25BF%25B7%25BA%25C5%25E4%25C4%25BF%25C7%25C7_%25BC%25BF%25B7%25BA%25C5%25E4_selecto_selectocoffee_20A1239_copy.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230418_66%2F16818054503989KP9H_JPEG%2F_20A1604_copy.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_185%2F16711677811239wyP8_JPEG%2F%25BC%25BF%25B7%25BA%25C5%25E4%25C4%25BF%25C7%25C7_%25BC%25BF%25B7%25BA%25C5%25E4_selecto_selectocoffee_20A1859_copy.jpg""']",x,62,4,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230430_204%2F1682853516974KQPoV_JPEG%2FIMG_1258.jpg""']",x,23,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230610_22%2F1686365493189eX6mO_JPEG%2FIMG_6973.jpeg""']",x,50,52,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230602_190%2F16856791075423lDtW_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E212%25B2%25D9%25B9%25CC%25B1%25E212KakaoTalk_20230517_135156425_04.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230602_50%2F1685678900698Fb0rw_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E212KakaoTalk_20230517_135156425_03.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230602_185%2F1685678901041t2dX6_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E212KakaoTalk_20230517_135156425_07.jpg""']",x,56,13,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230617_82%2F1686977220169csPb5_JPEG%2F98484A54-CFC9-4140-8950-66204B013A4E.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230617_105%2F1686977218178DzK7C_JPEG%2F04B12DE1-6926-448E-84BC-32B579036A15.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230617_177%2F1686977219674P09hR_JPEG%2FC7DD7DAF-4975-4780-9574-7E416AB6986A.jpeg""']",x,32,24,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
베트남음식,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230806_156%2F1691287372947COtVK_JPEG%2F20230731_131826.jpg""']",x,12,5,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
라면,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230612_7%2F1686569225175Kb4wF_JPEG%2FIMG_20230529_175551_294.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231201_136%2F1701395085133uV8zA_JPEG%2F20230914_130250.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231201_3%2F170139528687365J6g_JPEG%2F1697450332807.jpg""']",x,22,3,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
떡카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_207%2F1680255072041JQB6I_JPEG%2F20230324_161429.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_50%2F1680255036652xgP8u_JPEG%2F20230323_115206.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230222_289%2F1677045069549KsKnk_JPEG%2F1677045047566.jpg""']",x,23,6,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"다이어트,샐러드","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230316_219%2F1678968999993Vk6sH_JPEG%2Fimage.jpg""']",4.78,153,69,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230309_150%2F1678340677647UJ1FU_JPEG%2FKakaoTalk_20230309_101135501.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230309_71%2F1678340677538vO7Pu_JPEG%2FKakaoTalk_20230309_101135501_01.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230309_126%2F1678340677515YkkY2_JPEG%2FKakaoTalk_20230309_101135501_02.jpg""']",x,54,1,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
PC방,[],x,32,0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
테이크아웃커피,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230802_98%2F1690957883957zaTho_JPEG%2F1685834050884.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230802_40%2F1690966108398XEF1y_PNG%2F1690965939225.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231103_130%2F1698980855732z2ELC_PNG%2F23%25B3%25E2_%25B5%25BF%25C0%25FD%25B1%25E2_%25B8%25DE%25B4%25BA%25C6%25C7001.png""']",x,9,4,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
아이스크림,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg""']",x,143,7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230620_48%2F1687262515411f7X5f_JPEG%2FF84388CC-ED59-49CB-9396-1AB16855091D.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230909_259%2F1694225893615Ga2bg_JPEG%2FIMG_0882.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230719_180%2F1689766000033jkJeh_PNG%2F%25B0%25A3%25C6%25C7.png""']",x,98,64,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
테이크아웃커피,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_181%2F1681862039878KI0wI_JPEG%2FIMG_6811.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_73%2F1681862040247zf1fA_JPEG%2FIMG_6814.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_25%2F1681862040356D8uBp_JPEG%2FIMG_6812.jpeg""']",x,113,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
베이커리,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230519_19%2F1684495996880Qw6Gl_JPEG%2FIMG_9821.jpeg""']",x,61,73,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_183%2F1680225187728n5gn6_JPEG%2FKakaoTalk_Photo_2023-03-31-10-12-57_007.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_285%2F1680227067366g00L3_JPEG%2FKakaoTalk_Photo_2023-03-31-10-44-15_007.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_42%2F1680227067823KynYB_JPEG%2FKakaoTalk_Photo_2023-03-31-10-44-15_006.jpeg""']",x,72,33,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_18%2F1697692870790dYJid_JPEG%2FIMG_6031.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231126_41%2F1701009556036OgAO7_JPEG%2FKakaoTalk_Photo_2023-11-16-15-17-26.""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231126_277%2F17010095044228SmFf_JPEG%2F3234377790432563259-8.jpg""']",x,270,180,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180903_98%2F1535942450574cbqfL_JPEG%2F2U-fu7DqX2BK7twMxpNXo-AY.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180903_10%2F1535942470785paPq5_JPEG%2F-ZFPADnmPQb664aMwfMDjjKM.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180903_260%2F1535942485954agdAh_JPEG%2Fu11KX7n0eY0fmH_oen2UXEu9.jpg""']",x,50,5,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180724_269%2F1532441427995RlA3C_JPEG%2FM0GTOC0RZ3YDnn6-FaQNg83X.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180724_54%2F1532441428023dcNfS_JPEG%2Flud-hwnUuXulUHioI9MOlVSg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180724_223%2F1532441428009FShpS_JPEG%2FpSmmmkRozF1Kj98FuAyDS8JE.jpg""']",4.47,1212,1098,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_4%2F1685764527342VYlik_JPEG%2FKakaoTalk_20230603_105210227.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_185%2F1685764539552M1OWO_JPEG%2FKakaoTalk_20230603_105402935.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230423_166%2F1682175646571JDtox_JPEG%2FIMG_20230414_123103_836.jpg""']",x,666,165,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
분식,[],3.96,155,4,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201025_32%2F1603623983513ck4Lb_JPEG%2F9gL6lyOChSE-dh8-1jIcEfSZ.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_94%2F1656294830998RyXCl_JPEG%2F20220618_120411.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_13%2F1656294832110141nn_JPEG%2F20220618_120440.jpg""']",x,49,0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
플라워카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_76%2F1651720448887KiBp6_JPEG%2F9C77C8F3-2F08-49C1-A28D-F935D9B32876.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_47%2F1651720449217lWoxq_JPEG%2F9F66BA9A-78EC-4427-BB5F-EB4EF493DCCB.jpeg""']",x,25,8,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191003_193%2F15700882340454FKSq_JPEG%2FehQIPYHbmnDcCCg38sL3BcKg.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_152%2F16361230038811AGoK_JPEG%2FFulVZGRsNjRwMO_64lf8k_Hg.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_33%2F1636122974576TrSPb_JPEG%2FlkqbIZef65lC0FE38QUt7Adq.jpeg.jpg""']",x,210,149,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210921_18%2F1632155379520jQWga_JPEG%2F25MxwO44dpt5cPDfGF7ShXVE.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210913_271%2F163154328504394lOu_JPEG%2FzFLXA23gjxyBFFms_oEil4gk.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210916_79%2F1631775810138qMCdg_JPEG%2FcK75HJlnuNH26nZeiGppWJDp.jpg""']",x,306,8,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180906_292%2F1536241437523Nr3yB_JPEG%2FLX3whYP3mMYqRAmIWIlP3Xr7.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180906_66%2F1536241469468bfSn9_JPEG%2Fhr2gGvtUt--S094fYgcbichC.jpg""']",x,5,0,"['', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221124_154%2F1669279339803fcrUG_JPEG%2F44675E47-FCF7-4B2B-9C90-490BA234B7F6.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200910_245%2F1599729636350FqAXn_PNG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD.png""']",4.47,862,7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
한식뷔페,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_240%2F1591291195962n8G2z_JPEG%2F7aYBP-8koyssoMYm88vl3h1k.jpg""']",4.56,39,57,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230218_29%2F1676707662178Xs9GN_JPEG%2Fimage-8214984267280930290.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230218_92%2F1676707804949y2FSL_JPEG%2Fimage-1811030532238243813.jpg""']",x,48,10,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_88%2F1682746599658r4TkT_JPEG%2FIMG_0415.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_30%2F16827465977261bYFz_JPEG%2FIMG_0732.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_42%2F1682746598126rAgad_JPEG%2FIMG_0573.jpeg""']",x,605,435,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
도넛,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_213%2F1594637549582v71t4_JPEG%2FZ5zRDGGo_Y2PI99vMM03RtPa.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200730_53%2F1596084801250uBuIH_JPEG%2F2Cfp93GXcwWd_7nD5wfD2qzH.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200730_290%2F1596084858182Nzzrq_JPEG%2FVXgeUnS0tRFbNixkfqFmRuz8.jpg""']",4.43,150,58,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
