foodCategory,images,rating,visitReviewCount,blogReviewCount,review
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211111_179%2F1636604512426p8iSt_JPEG%2FKakaoTalk_20211002_165851246.jpg""']",x,665,15,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트",[],4.86,358,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_281%2F1692861673850YftEl_JPEG%2FKakaoTalk_20230824_161223568_09.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_270%2F1692861673946B0jxV_JPEG%2FKakaoTalk_20230824_161126147_09.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_182%2F1631085528335VpouT_JPEG%2FdNceHYFBVd9UWSEgwWRmhHXY.jpg""']",4.45,600,154,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210927_31%2F16327213669694stxU_JPEG%2FyMS95t0tNrX8a7gdQLYna-vp.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230324_86%2F1679666575671IAnem_JPEG%2FBB86985C-0026-4AF1-A8AE-6706D498CCD9.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210927_104%2F1632721372591V6XOH_JPEG%2F7eVqIiDjjzoIr203G_jDKgSa.jpg""']",x,294,104,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211226_6%2F1640483410992GkmgD_JPEG%2FKakaoTalk_20211224_183834581_05.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211226_214%2F16404834016145xJCY_JPEG%2FKakaoTalk_20211224_183834581_03.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211226_164%2F1640483371494hQWk5_JPEG%2FKakaoTalk_20211224_183834581.jpg""']",x,22,6,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_149%2F1631240520274m1Cxd_JPEG%2FedFkzvj5Fe4HdWxhFTLf1zlb.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_110%2F1631240520165jPLRj_JPEG%2FktItvWh1sTnzC4eJiw10zqxV.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_282%2F1631240351873pHDEh_JPEG%2FOH7a5DCtFyUlZtS9ngbuQhGM.jpg""']",4.39,308,22,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240305_117%2F17096166117908jSyT_JPEG%2F1000000023.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231224_296%2F1703412879912XEgAl_JPEG%2FIMG_4394.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231224_297%2F1703412879991OiY3i_JPEG%2FD4897573-48E4-4DC0-BEE6-A049083C8F78.jpeg""']",4.89,524,345,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230710_271%2F1688975325710eElIo_PNG%2F%25B1%25D6%25B6%25FB%25B8%25DE%25B4%25BA_%25281%2529.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_161%2F1631065260725CsWlT_JPEG%2F6QNAgRk0HFuO-n1pHa8BGIHO.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220112_96%2F1641981956061O4vbc_JPEG%2F5029C62E-89AA-48DC-A29E-190FC2DF5007.jpeg""']",x,16,9,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_114%2F1707804644367j7WHm_JPEG%2FKakaoTalk_20240130_145234947_02.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_196%2F1707804645959lUKoa_JPEG%2FKakaoTalk_20240130_145234947_03.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_27%2F1707804646237HMqCN_JPEG%2FKakaoTalk_20240130_145234947.jpg""']",x,122,7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
햄버거,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_266%2F16325352223932ecKC_JPEG%2F95PWKWlkuX9T-lzr6E_DSFgX.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_136%2F1632535965990uIy3H_JPEG%2FtWZ38iW7uN5txhNzaEF9f3Jd.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_2%2F1632535965923L10MX_JPEG%2FIM6GkuDWDNIwMcFWfqFKNNlN.jpg""']",x,998,527,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231215_262%2F1702617489956M80jT_JPEG%2F%25C1%25A6%25C1%25D6%25B0%25F8%25C7%25D7%25B1%25D9%25C3%25B3%25B8%25C0%25C1%25FD%25C2%25EE%25C1%25EE1.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231208_244%2F1702034182571U3fmK_JPEG%2F%25C1%25A6%25C1%25D6%25B0%25F8%25C7%25D7%25B1%25D9%25C3%25B3%25B8%25C0%25C1%25FD%25C2%25EE%25C1%25EE5.jpg""']",x,698,1011,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
브런치,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_55%2F1629286898736yhR4S_JPEG%2FGaBELFEiaSoht5d2a4pzfnnv.jpeg.jpg""']",x,135,91,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
케이크전문,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211007_193%2F1633614095089qRJuq_JPEG%2F2xRpEiaOVpK_-TMpn_jTszAk.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211007_206%2F1633614253839gbSrO_JPEG%2FLRrSEIAuXdGaxLHPtN4qEhuY.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211007_177%2F1633614239311CMPzD_JPEG%2FGaFJP0ozkvdQvKOjXtkri-Dc.jpeg.jpg""']",x,47,23,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
베이커리,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240123_82%2F1705976851940rxUrN_JPEG%2F1000037725.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240123_91%2F1705976838219vrU2E_JPEG%2F1000037979.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240123_186%2F1705976823078NIGBv_JPEG%2F1000038013.jpg""']",x,87,109,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_263%2F1636015445986webe6_JPEG%2FwjYsSSKJdWigFwPscy5JSKdW.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_8%2F1636015447170GCd2b_JPEG%2Fat3BZoIZCkRHqNBfRzUnOqzu.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_64%2F1636015447199UFsQi_JPEG%2FDwBasS-3tWKu8KHam6FUIvho.jpg""']",x,330,10,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_116%2F1691216317614uccAi_JPEG%2F1691216109632.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_64%2F1691216351969JSmCe_JPEG%2F1691216126681.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_255%2F16912164290748mPgr_JPEG%2F20230804_080315.jpg""']",x,330,10,"['', '', '', '', '', '', '', '', '', '']"
"다이어트,샐러드","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_297%2F16711656310759BOmS_JPEG%2FKakaoTalk_20221216_133954859_04.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_106%2F1671163895396FdtRn_JPEG%2F%25BC%25BE%25C5%25CD%25BB%25E7%25C1%25F8.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_213%2F1671163853448aMr4j_JPEG%2F%25C1%25FC%25B9%25DA%25BD%25BA6.jpg""']",x,49,68,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210817_77%2F1629184014990LR4Ot_JPEG%2FNL0SlE8xmM3W6x3G_jj85w27.jpeg.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230512_151%2F16838257880241rxFU_JPEG%2FIMG_5588.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210730_124%2F16276017491137hT1v_JPEG%2FlU946vbwmfup7X6T8kNLRO2w.jpeg.jpg""']",x,184,583,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231113_212%2F1699869130675jmYgC_JPEG%2FKakaoTalk_20231110_160421439_04.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240108_58%2F1704695788395C6noA_JPEG%2FKakaoTalk_20231208_143749771_06.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240108_114%2F1704695788123NJOPq_JPEG%2FKakaoTalk_20231208_143749771_04.jpg""']",x,315,137,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231213_265%2F17024396457191i9oq_PNG%2Flogo_1280.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231213_182%2F1702439654432yQbEb_GIF%2F%25BE%25F7%25C3%25BC%25BB%25E7%25C1%25F82.""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231213_20%2F170243965756309chM_GIF%2F%25BE%25F7%25C3%25BC%25BB%25E7%25C1%25F83.""']",x,29,2,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211120_280%2F1637384948768tmR0W_JPEG%2F619D73B6-1C47-4FB4-AA89-102230F3F5B0.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211120_284%2F1637384180521xkyhJ_JPEG%2F3FB9B2E1-FE4F-4C8A-9E7A-94ACD9BCA444.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211120_93%2F1637384180549jgNim_JPEG%2F4923435D-7187-4B08-931D-C2543F5F023E.jpeg""']",4.9,66,58,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220707_238%2F1657195692301WihJU_JPEG%2F20220706_110502.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220522_13%2F1653187479948L9Rkc_JPEG%2F20220522_113309.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220501_161%2F1651384190776TmTzM_JPEG%2F20220501_111002.jpg""']",x,41,6,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211019_36%2F1634600012575uMOpd_JPEG%2F3w6fRSSJkc_ycdsrweroX7i-.jpg""']",x,105,1,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230604_49%2F16858456080391UI3f_JPEG%2FIMG_7521.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230604_37%2F1685845607541L0NDg_JPEG%2FIMG_7519.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230604_290%2F1685845613106dpXz0_JPEG%2F9435F2E2-C472-47C2-956A-64F75B06E23B.jpeg""']",x,128,35,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_19%2F1632496665264Sgqou_JPEG%2FDlAXtD8SM_u_OmgEbtSorJFS.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210927_118%2F1632752235151ylsNh_JPEG%2FhoeKHIYgltp-JR95cow-XEB1.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210927_207%2F16327522492458XFnu_JPEG%2FpYc3bgX5OW6s86t6mpkVbzHj.jpg""']",x,194,5,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211012_173%2F1634046213176ofEse_JPEG%2FAyIMk6K0IO3u6iAjuRziC0Eq.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210905_109%2F1630853730756DFHyN_JPEG%2F0G3soApKXundWbp5HkPGQlt3.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210905_179%2F1630853731696mhMml_JPEG%2FNkMXC1NrIXRjxP22kYoiwWa3.jpg""']",4.83,208,142,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
뷔페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220814_53%2F1660467346903IaDpB_JPEG%2FKakaoTalk_20220302_132448056_09.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230327_283%2F16798835236482HKQQ_JPEG%2FKakaoTalk_20230320_152528077.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230327_160%2F1679883523937CkuTU_JPEG%2FKakaoTalk_20230320_152528077_01.jpg""']",x,36,184,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_179%2F165158328006575KpF_JPEG%2F88DD6834-6B6B-49C6-B745-85B418E892A9.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231217_164%2F1702781509000GGadR_JPEG%2FIMG_1297.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231127_250%2F1701055448342W5Ugx_JPEG%2F7B448306-59E2-40C9-AFD7-342A6FD13A7E.jpeg""']",4.83,159,158,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240201_101%2F1706745807775VpGe4_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25B5%25E5%25B8%25B5%25C5%25B7%25BF%25E4%25B0%25C5%25C6%25AE.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231221_241%2F1703118776404e9UGL_JPEG%2F%25B5%25FE%25B1%25E2_%25B3%25D7%25C0%25CC%25B9%25F6_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230130_132%2F1675068602302YgoXp_JPEG%2FSNS%25B1%25E2%25C5%25B8_SNS_morebetter.jpg""']",4.68,383,5,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240106_232%2F1704508292283ntMUK_JPEG%2F1.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240106_11%2F1704508292411LuQUf_JPEG%2F2.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240106_61%2F1704508292389Oftw6_JPEG%2F3.jpg""']",x,47,6,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
테이크아웃커피,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220822_125%2F1661146676247ucELP_JPEG%2FD42CCEED-E3E1-48B6-8769-4DDF465BAC30.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210930_6%2F1632978551453LxRC3_JPEG%2FtEcDzm7se34602y0bUTdyIIT.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210930_47%2F1632978619445seEy9_JPEG%2FF8jeXVjJq4ViRlFpcWM6QNn4.jpg""']",x,304,25,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220527_104%2F1653643438799uVmrT_JPEG%2FDSC00127.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220527_44%2F1653643498426nLsWi_JPEG%2FKakaoTalk_20220311_174959428.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220212_266%2F1644628844461czSpJ_JPEG%2FScreenshot_20220212-102000_Google.jpg""']",x,1316,700,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240206_121%2F1707210852330xmcOs_PNG%2Fo06prhqe.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230314_1%2F1678784406415BkkhC_JPEG%2FKakaoTalk_Photo_2023-03-14-01-53-39_009.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230314_12%2F1678784409393WYbAQ_JPEG%2FKakaoTalk_Photo_2023-03-14-01-54-02_029.jpeg""']",x,70,58,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"카페,디저트",[],x,9,1,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"카페,디저트","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230318_47%2F16791418246097Awnz_JPEG%2F1677308178882.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230119_226%2F1674127535672hx3LQ_JPEG%2F20230114_113641.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230119_18%2F1674127793960KS7a3_JPEG%2FIMG_20230110_022040_584.jpg""']",x,20,24,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
