,lat,lng
354,33.5414673,126.6646119
355,33.5014761,126.6103333
356,33.5043424,126.5424423
357,33.4097208,126.2590625
358,33.5413810,126.8271443
359,33.4902300,126.5342858
360,33.4998453,126.6592593
361,33.4256492,126.3956908
362,33.5166259,126.5152000
363,33.5164387,126.5798953
364,33.3864806,126.2288980
365,33.5173950,126.5208901
366,33.4859952,126.4752964
367,33.4771631,126.4874093
368,33.4688225,126.5100781
369,33.4976217,126.4484900
370,33.5102134,126.4823100
371,33.4767836,126.3579905
372,33.4828499,126.4901130
373,33.4934897,126.4854606
374,33.4784674,126.4879331
375,33.4959622,126.8114107
376,33.5147033,126.5740762
377,33.4861627,126.4860767
378,33.5162131,126.5088188
379,33.4837893,126.4852992
380,33.5241845,126.8540613
381,33.5045233,126.5213053
382,33.4740988,126.5486875
383,33.4919929,126.4891841
384,33.5237193,126.8621891
385,33.5126732,126.9566119
386,33.4881787,126.4307009
387,33.5571476,126.7942505
388,33.4824283,126.3968524
389,33.3226049,126.2632391
390,33.4939562,126.5491341
391,33.4897527,126.5020172
392,33.5131010,126.5300317
393,33.4966316,126.5335056
394,33.4768207,126.5488676
395,33.5083567,126.5159004
396,33.5172645,126.9493008
397,33.3794340,126.2163718
398,33.4812250,126.5041369
399,33.4836944,126.4978484
400,33.4901252,126.4798549
401,33.3328035,126.2565798
402,33.3244266,126.2605708
403,33.4501068,126.5588939
404,33.4765096,126.4790141
405,33.4850521,126.4834294
406,33.4837414,126.4845547
407,33.5034445,126.5943301
408,33.3875952,126.2303137
409,33.4019955,126.2510002
410,33.4030210,126.2514436
411,33.4638638,126.3204292
412,33.5407429,126.6781410
413,33.4633371,126.3152072
414,33.4967750,126.4509630
415,33.9453977,126.3278641
416,33.5122072,126.5238087
417,33.4852308,126.4885717
418,33.4996893,126.5247629
419,33.3945507,126.2408558
420,33.4875678,126.4781883
421,33.4917678,126.4723331
422,33.5014329,126.5281854
423,33.4651914,126.6596074
424,33.3936047,126.2402935
425,33.5008379,126.9538455
426,33.4942564,126.4632283
427,33.4753243,126.5459925
428,33.4943835,126.5478386
429,33.5151923,126.5139762
430,33.4841685,126.5298023
431,33.3979609,126.2454850
432,33.5018114,126.5433527
433,33.4885958,126.4948630
434,33.5542662,126.7463413
435,33.4962415,126.9076704
436,33.4815888,126.4727768
437,33.4876463,126.5342453
438,33.5184930,126.4893991
439,33.5127895,126.5283174
440,33.4856191,126.4916392
441,33.3625136,126.1931440
442,33.5082584,126.5338752
443,33.4923034,126.5424650
444,33.5069945,126.5197352
445,33.3580891,126.2716162
446,33.3955985,126.2421548
447,33.5408147,126.6690316
448,33.5056603,126.5201232
449,33.3213786,126.2412744
450,33.4896832,126.5403534
451,33.4992647,126.6565790
452,33.5208677,126.5831297
453,33.5111026,126.5143790
454,33.4890671,126.4802123
455,33.4900803,126.4772442
456,33.4687254,126.5399565
457,33.4935968,126.5307166
458,33.5168923,126.8992755
459,33.5430135,126.6627027
460,33.5155199,126.5281217
461,33.4877104,126.4917697
462,33.5111876,126.5384787
463,33.4995506,126.5250923
464,33.4963635,126.5346326
465,33.5096937,126.5423672
466,33.5120583,126.5282277
467,33.4893797,126.4324669
468,33.3864000,126.2272362
469,33.5123961,126.5224738
470,33.4680614,126.6116544
471,33.3933782,126.2400695
472,33.5402418,126.6771073
473,33.5210111,126.5813327
474,33.4828690,126.4709580
475,33.5082198,126.5432698
476,33.4846982,126.4894108
477,33.5086788,126.5180946
478,33.4996803,126.5328177
479,33.4501068,126.5588939
480,33.5308612,126.5897863
481,33.4823681,126.4151985
482,33.3496629,126.1829635
483,33.5287323,126.5891148
484,33.5287323,126.5891148
485,33.4476812,126.3045747
486,33.4781978,126.4650229
487,33.4982389,126.5290257
488,33.5123427,126.5276856
489,33.4731649,126.3643977
490,33.4709059,126.3476286
491,33.4831706,126.4704073
492,33.4918521,126.4877028
493,33.4961818,126.5085589
494,33.4111340,126.2651964
495,33.4920104,126.4984674
496,33.4891732,126.4905761
497,33.4768981,126.5490078
498,33.5003429,126.5144207
499,33.4991046,126.5298985
500,33.4898551,126.5433416
501,33.5005849,126.5148664
502,33.4933071,126.5875909
503,33.4910393,126.4299376
504,33.4926744,126.5016258
505,33.4977223,126.5255799
506,33.4871116,126.4956155
507,33.4604111,126.4345035
508,33.4359274,126.4240700
509,33.4648548,126.4534113
510,33.5202483,126.8865539
511,33.3993172,126.2495089
512,33.3881690,126.2284382
513,33.5145334,126.5122807
514,33.4627538,126.3100966
515,33.3871415,126.2489913
516,33.5039785,126.5128138
517,33.5264564,126.8560334
518,33.5329781,126.8402811
519,33.5435593,126.6618323
520,33.4876549,126.4792413
521,33.4082860,126.2667836
522,33.4491313,126.3056587
523,33.5023214,126.5126841
524,33.5058858,126.5399211
525,33.4958895,126.8109965
526,33.4837880,126.4783864
527,33.5147694,126.5757021
528,33.4896236,126.4942422
529,33.5367159,126.8379771
530,33.4979931,126.5473948
531,33.4977878,126.9122913
532,33.5533964,126.7977199
533,33.4972470,126.4748883
534,33.4918769,126.5284415
535,33.5220381,126.9569580
536,33.5128116,126.5214775
537,33.4073280,126.2614549
538,33.5017876,126.5439369
539,33.5130763,126.5302385
540,33.5084725,126.4707283
541,33.4714061,126.7817393
542,33.4013814,126.2510511
543,33.4096942,126.2824795
544,33.5538746,126.7977468
545,33.4925070,126.5361491
546,33.5142676,126.5395995
547,33.5365871,126.8400716
548,33.5145906,126.5259570
549,33.5064888,126.4656141
550,33.4729125,126.5447859
551,33.4957113,126.5321185
552,33.5077562,126.5294502
553,33.4900016,126.4332315
554,33.4876604,126.4328624
555,33.4866962,126.4917589
556,33.4783970,126.4510063
557,33.5175123,126.5804528
558,33.5082986,126.9439926
559,33.4860103,126.5383402
560,33.5011669,126.5328699
561,33.4733458,126.5424785
562,33.5439365,126.6728388
563,33.5151694,126.5062742
564,33.4950008,126.5513080
565,33.3885803,126.2302512
566,33.4158269,126.2643178
567,33.4823015,126.4863705
568,33.9414077,126.3199688
569,33.5146734,126.8587474
570,33.4980784,126.5306579
571,33.4758200,126.4912356
572,33.4887639,126.4770072
573,33.3338785,126.2566782
574,33.4714356,126.5511143
575,33.3590296,126.2965350
576,33.3329447,126.1730402
577,33.4370278,126.2751087
578,33.5255097,126.5882067
579,33.4848927,126.5013640
580,33.4989484,126.5295971
581,33.5117645,126.5274193
582,33.4925461,126.4334978
583,33.3941854,126.2406920
584,33.5177042,126.5233835
585,33.4163924,126.3325280
586,33.4813724,126.5014183
587,33.3279314,126.2531825
588,33.4483536,126.3044329
589,33.5168791,126.5294207
590,33.4938299,126.5446212
591,33.5557167,126.7953285
592,33.4995857,126.5281282
593,33.4632646,126.3097377
594,33.3797839,126.2160681
595,33.5213700,126.5680182
596,33.4888636,126.5242208
597,33.4843388,126.5362822
598,33.5377330,126.8371787
599,33.5392285,126.6741400
600,33.5064776,126.5246652
601,33.3987762,126.2447814
602,33.5243804,126.8613354
603,33.4845141,126.4846394
604,33.5134258,126.5385855
605,33.5308136,126.6242400
606,33.4153510,126.2618759
607,33.4520312,126.3085494
608,33.4588067,126.3519364
609,33.5018764,126.5085794
610,33.4874865,126.4918170
611,33.4105337,126.2629188
612,33.5131914,126.5381812
613,33.4862853,126.3920722
614,33.4973823,126.5384603
615,33.3031252,126.1796609
616,33.4770168,126.4774930
617,33.4065683,126.2615514
618,33.4922307,126.4952592
619,33.4880118,126.4929576
620,33.4868355,126.4878546
621,33.4862966,126.4318314
622,33.5078399,126.5098490
623,33.3452893,126.3868827
624,33.5268240,126.5925009
625,33.5095441,126.5424188
626,33.4481637,126.5578356
627,33.5179236,126.5242565
628,33.5042119,126.4653893
629,33.5159062,126.5233994
630,33.5032029,126.5419658
631,33.5126342,126.5417277
632,33.4775422,126.4797325
633,33.5073505,126.5234051
634,33.5033317,126.5427489
635,33.4108111,126.2676010
636,33.4834197,126.4025360
637,33.4778722,126.4501349
638,33.5199194,126.4969721
639,33.4878294,126.4302853
640,33.4924232,126.4286952
641,33.4723770,126.5080534
642,33.3730412,126.3817708
643,33.4915547,126.4957876
644,33.4922552,126.9096328
645,33.4621975,126.3347289
646,33.4932758,126.5366587
647,33.4344911,126.7356663
648,33.4997017,126.5292747
649,33.4813586,126.4823189
650,33.4876002,126.4844544
651,33.4795258,126.4902328
652,33.3947397,126.2417338
653,33.4152289,126.2651619
654,33.5161988,126.5059116
655,33.5032130,126.5142034
656,33.4941077,126.5187856
657,33.4952685,126.4504679
658,33.4761620,126.4777250
659,33.4882675,126.4807130
660,33.4902794,126.4336590
661,33.4983090,126.5298289
662,33.5091347,126.5233567
663,33.4835320,126.4695037
664,33.5056288,126.5408511
665,33.4959214,126.5288203
666,33.4883216,126.4988529
667,33.5056826,126.5413623
668,33.4800593,126.4734904
669,33.4784662,126.4892183
670,33.5095713,126.5120151
671,33.4845609,126.4922298
672,33.4916361,126.5294934
673,33.5106966,126.5244185
674,33.5067373,126.5197088
675,33.4862966,126.4318314
676,33.5422611,126.6641407
677,33.4907938,126.4907032
678,33.5192330,126.4921545
679,33.4889373,126.4792230
680,33.4243967,126.6754854
681,33.5024620,126.5043986
682,33.4880024,126.4800257
683,33.4848968,126.4896747
684,33.4482226,126.5131904
685,33.5040814,126.5132437
686,33.5085254,126.5160508
687,33.4161080,126.2649255
688,33.4949146,126.5362492
689,33.5132955,126.5128935
690,33.4661262,126.3208773
691,33.4838329,126.3773987
692,33.5011949,126.5158395
693,33.4987260,126.5249557
694,33.4817037,126.5050752
695,33.4873126,126.4768051
696,33.5101259,126.5181770
697,33.5092372,126.4746938
698,33.4121817,126.2689870
699,33.4989170,126.5316481
700,33.3748864,126.2843667
701,33.4962012,126.5234462
702,33.4865255,126.4293812
703,33.4995761,126.5293279
704,33.4880952,126.4839533
705,33.5136221,126.5382288
706,33.5141569,126.5276545
707,33.4977526,126.5297274
708,33.4788862,126.4784900
709,33.4762143,126.4774519
710,33.4808893,126.4905145
711,33.5016828,126.5344233
712,33.4900350,126.4800169
713,33.5249239,126.8541777
714,33.3013914,126.1798025
715,33.4957069,126.5256372
716,33.5059770,126.5399883
717,33.5095210,126.5401675
718,33.5113513,126.5179038
719,33.4905014,126.4934693
720,33.4873774,126.4881218
721,33.4988089,126.5294377
722,33.5001684,126.5491686
723,33.4904508,126.4943790
724,33.4990494,126.5247376
725,33.5169175,126.5290831
726,33.4836377,126.4893702
727,33.5064903,126.5244465
728,33.4659051,126.3236444
729,33.5078014,126.5202918
730,33.5116390,126.5129897
731,33.4904866,126.4935932
732,33.5168272,126.5290937
733,33.4237256,126.2659433
734,33.4879742,126.4996748
735,33.4979242,126.5168831
736,33.5170063,126.5156750
737,33.4874582,126.4904394
738,33.5065979,126.5252086
739,33.5123370,126.5316350
740,33.4910376,126.4929148
741,33.5106346,126.5191719
742,33.5154128,126.5139868
743,33.4358040,126.2744306
744,33.4900862,126.4782497
745,33.3089165,126.1654848
746,33.4907718,126.4912740
747,33.5119423,126.5225630
748,33.4996531,126.5375231
749,33.5283774,126.7716157
750,33.4651148,126.3201469
751,33.5086050,126.5425161
752,33.4995107,126.5228565
753,33.5070374,126.5346723
754,33.5125143,126.5211384
755,33.4865913,126.4970427
756,33.5149346,126.5271650
757,33.4992798,126.5223469
758,33.4153811,126.2622934
759,33.4921966,126.4976132
760,33.5003290,126.5218352
761,x,x
762,33.5031210,126.5417788
763,33.4828005,126.4720584
764,33.5138567,126.5318004
765,33.5000612,126.5266136
766,33.5051187,126.5274939
767,33.5117140,126.5271853
768,33.4701029,126.4861253
769,33.5140414,126.5268445
770,33.5176714,126.5283380
771,33.4881616,126.4341307
772,33.5007052,126.5265002
773,33.4839987,126.4873088
774,33.4901462,126.4778117
775,33.4995047,126.5325290
776,33.4930414,126.4872987
777,33.4155484,126.2626822
778,33.5547944,126.7509981
779,33.5197087,126.5702770
780,33.3245440,126.2542038
781,33.5110602,126.5304284
782,33.4832418,126.4745509
783,33.5006920,126.5319268
784,33.5149420,126.5627250
785,33.4851129,126.4904949
786,33.5019130,126.5435734
787,33.4948938,126.4759546
788,33.5057271,126.4650087
789,33.5204622,126.5676451
790,33.4826997,126.4733362
791,33.4847966,126.4946962
792,33.4150584,126.2631278
793,33.4153199,126.2630324
794,33.3590296,126.2965350
795,33.5044791,126.5249224
796,33.4837659,126.4940434
797,33.4904508,126.4943790
798,33.5068475,126.5253132
799,33.5580773,126.7549674
800,33.4845780,126.4919766
801,33.3869196,126.2320220
802,33.4962216,126.5214637
803,33.5125620,126.5234037
804,33.5176095,126.5207333
805,33.5110331,126.5207128
806,33.5170051,126.5893851
807,33.4184716,126.3381552
808,33.5133125,126.9575720
809,33.5286072,126.6954014
810,33.5286072,126.6954014
811,33.5286072,126.6954014
812,33.5286072,126.6954014
813,33.4911626,126.4975429
814,33.5117736,126.5191690
815,33.4494414,126.3044213
816,33.4839999,126.4870499
817,33.4862980,126.4959255
818,33.5058522,126.5282852
819,33.5120583,126.5282277
820,33.5162522,126.5254479
821,33.4885507,126.4911201
822,33.5089471,126.5389627
823,33.5215304,126.5666086
824,33.4895566,126.4805453
825,33.5077474,126.5246009
826,33.4628417,126.3096305
827,33.4361385,126.6759941
828,33.5223420,126.5681425
829,33.5125550,126.5126710
830,33.4989587,126.5242313
831,33.4962169,126.5264673
832,33.5169978,126.5223693
833,33.5115620,126.5221645
834,33.3035539,126.1808895
835,33.5145159,126.5257715
836,33.4981930,126.5433556
837,33.5134579,126.5260178
838,33.4427911,126.4323827
839,33.4982672,126.5376921
840,33.5163756,126.5262375
841,33.4977436,126.5386841
842,33.5053876,126.5415789
843,33.4865913,126.4970427
844,33.4908529,126.5366495
845,33.4979242,126.5168831
846,33.4839169,126.4910231
847,33.4868448,126.4891363
848,33.4884923,126.4892179
849,33.5142083,126.5259301
850,33.5176714,126.5283380
851,33.5069187,126.5250133
852,33.5076074,126.5196223
853,33.4948251,126.5371938
854,33.4837375,126.4869287
855,33.5060424,126.5419859
856,33.4871129,126.4916710
857,33.4908392,126.4782339
858,33.5221994,126.5664140
859,33.5162207,126.5076011
860,33.5162207,126.5076011
861,33.5162207,126.5076011
862,33.4879642,126.4971242
863,33.5124463,126.5261281
864,33.4861024,126.4961758
865,33.4969757,126.5261004
866,33.4849922,126.4744298
867,33.4837408,126.4872422
868,33.5336949,126.6759403
869,33.4148503,126.2641193
870,33.4985852,126.5147280
871,33.4976405,126.5297742
872,33.4984768,126.5277345
873,33.5156386,126.5134367
874,33.4875358,126.4923318
875,33.5246626,126.8546645
876,33.3033520,126.1798645
877,33.5536589,126.7098839
878,33.4961749,126.5299779
879,33.4840967,126.4837540
880,33.4994668,126.5281790
881,33.4777010,126.4888424
882,33.3035341,126.1810299
883,33.4329106,126.3284003
884,33.4305716,126.5837373
885,33.5014348,126.5278223
886,33.5101925,126.5420290
887,33.4842960,126.5437722
888,33.3012434,126.1794925
889,33.4997390,126.5148740
890,33.4945409,126.5358184
891,33.4958186,126.4403765
892,33.4962889,126.5344363
893,33.4162292,126.2639127
894,33.4913471,126.5295717
895,33.5063896,126.5245308
896,33.4959065,126.5290578
897,33.4899982,126.4931806
898,33.5126596,126.5107168
899,33.4908481,126.4975291
900,33.5017901,126.5428360
901,33.4880024,126.4800257
902,33.5078958,126.5250770
903,33.4858929,126.4959476
904,33.4909571,126.4948958
905,33.4861627,126.4860767
906,33.5155887,126.5119262
907,33.4992815,126.5313353
908,33.5068933,126.5300483
909,33.4960788,126.5308086
910,33.4904636,126.4940599
911,33.4877438,126.4902758
912,33.5162207,126.5076011
913,33.5378119,126.6394718
914,33.3034146,126.1792888
915,33.4466351,126.5547043
916,33.4878767,126.4841483
917,33.4885470,126.4953698
918,33.5535315,126.7068589
919,33.4901143,126.4938715
920,33.5181310,126.5284689
921,33.5004329,126.5310571
922,33.4981463,126.5378297
923,33.5095841,126.5121318
924,33.5001187,126.5201808
925,33.5261947,126.8560095
926,33.4991031,126.5140421
927,33.5125497,126.5199719
928,33.4962783,126.5194897
929,33.4912462,126.4787235
930,33.4752725,126.6554844
931,33.4885423,126.4881402
932,33.4851749,126.4973066
933,33.4879881,126.4912980
934,33.5031660,126.5388135
935,33.4405957,126.2840476
936,33.5002038,126.5291435
937,33.5067848,126.5250986
938,33.5155887,126.5119262
939,33.4904852,126.4926208
940,33.3503434,126.1828413
941,33.4887050,126.4886729
942,33.4085866,126.2635605
943,33.4155484,126.2626822
944,33.4900335,126.4919325
945,33.5002404,126.5149396
946,33.5064321,126.5444608
947,33.4476478,126.5546965
948,33.4838248,126.4722084
949,33.4981954,126.5297344
950,33.5010603,126.5308467
951,33.4874382,126.4311431
952,33.4864158,126.4970643
953,33.3451082,126.4010513
954,33.5057101,126.5415705
955,33.5125156,126.5371595
956,33.5020088,126.5131234
957,33.5003416,126.5309652
958,33.5094983,126.5097282
959,33.5020807,126.5274034
960,33.5189296,126.5285234
961,33.9630230,126.2976865
962,33.4908487,126.4976517
963,33.9598782,126.2976380
964,33.5176714,126.5283380
965,33.5207196,126.5813078
966,33.4992414,126.5139322
967,33.5023100,126.5264412
968,33.5072238,126.5258127
969,33.5159114,126.5248864
970,33.5124529,126.5309105
971,33.4786394,126.4798043
972,33.5081119,126.5323566
973,33.5160165,126.5061013
974,33.4848931,126.4904303
975,33.4901143,126.4938715
976,33.4854875,126.4910407
977,33.4992194,126.5420111
978,33.5046034,126.5148510
979,33.4946910,126.5359193
980,33.5192453,126.4990214
981,33.5035938,126.5132423
982,33.4982279,126.5219575
983,33.4887569,126.4881654
984,33.5007706,126.5476125
985,33.4888525,126.4793067
986,33.5111876,126.5384787
987,33.5109081,126.5378374
988,33.4904942,126.4927654
989,33.4709317,126.7865576
990,33.5553363,126.7557177
991,33.5107652,126.5049644
992,33.4722252,126.3685322
993,33.5103313,126.5321183
994,33.4988381,126.5249479
995,33.4863506,126.4760966
996,33.5033674,126.5278977
997,33.4905721,126.4911227
