,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
3410,큰맘할매순대국제주일도점,일반음식점,한식,제주특별자치도 제주시 일도이동 416-7 그랑펠리스,"제주특별자치도 제주시 천수로9길 1, 101호 (일도이동, 그랑펠리스)",33.5043424,126.5424423
3411,김원꼬치점,일반음식점,한식,제주특별자치도 제주시 삼도이동 1-2,"제주특별자치도 제주시 중앙로2길 7, 1층 (삼도이동)",33.5165096,126.5241724
3412,수우동,일반음식점,한식,제주특별자치도 제주시 한림읍 협재리 1706-1,"제주특별자치도 제주시 한림읍 협재1길 11, 1층",33.3966182,126.2424618
3413,아란어가,일반음식점,일식,제주특별자치도 제주시 아라일동 6089-5,"제주특별자치도 제주시 아란9길 14, 1층 (아라일동)",33.4725881,126.5440501
3414,아라거기,일반음식점,한식,제주특별자치도 제주시 아라일동 6117-15,"제주특별자치도 제주시 인다3길 17, 1층 (아라일동)",33.4760674,126.5495281
3415,가시버시정육구이,일반음식점,한식,제주특별자치도 제주시 연동 260-46,"제주특별자치도 제주시 삼무로1길 9, 1층 (연동)",33.4906051,126.4895904
3416,명랑이야기,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 1228,"제주특별자치도 제주시 한림읍 명랑로 14, 2층",33.4145426,126.2660918
3417,만원애횟집,일반음식점,횟집,제주특별자치도 제주시 삼도이동 596-1번지,제주특별자치도 제주시 서사로11길 2 (삼도이동),33.5056989,126.5203028
3418,모슬포해안도로,일반음식점,한식,제주특별자치도 제주시 연동 294-46,"제주특별자치도 제주시 신대로18길 16, 104호 (연동)",33.4847966,126.4946962
3419,부솔,일반음식점,한식,제주특별자치도 제주시 이도이동 1176-29 (시청1로8),"제주특별자치도 제주시 광양7길 18 (이도이동,(시청1로8))",33.5008976,126.5311064
3420,옛맛빈대떡,일반음식점,한식,제주특별자치도 제주시 삼도이동 203-1번지,"제주특별자치도 제주시 남성로 165, 1층 (삼도이동)",33.5095113,126.5228503
3421,만배수산,일반음식점,일식,제주특별자치도 제주시 연동 1501-12,제주특별자치도 제주시 국기로2길 2-9 (연동),33.4790913,126.4904084
3422,오로섬,일반음식점,한식,제주특별자치도 제주시 용담삼동 2317,제주특별자치도 제주시 어영길 10-6 (용담삼동),33.5189215,126.4933232
3423,아이리스,일반음식점,까페,제주특별자치도 제주시 연동 1501-8번지,제주특별자치도 제주시 국기로3길 5 (연동),33.4788868,126.4909053
3424,스페샬삼무점,일반음식점,호프/통닭,제주특별자치도 제주시 연동 291-62번지 101호,"제주특별자치도 제주시 삼무로7길 27, 101호 (연동)",33.4912880,126.4935162
3425,정이든,일반음식점,호프/통닭,제주특별자치도 제주시 일도이동 550-57,제주특별자치도 제주시 동문로 108 (일도이동),33.5139961,126.5381712
3426,돈돈촌,일반음식점,식육(숯불구이),제주특별자치도 제주시 건입동 86번지,"제주특별자치도 제주시 천수동로 53, 1~2층 (건입동)",33.5064779,126.5474309
3427,루체,일반음식점,기타,제주특별자치도 제주시 이도이동 1179-10,"제주특별자치도 제주시 광양11길 10, 지하1층 (이도이동)",33.4991933,126.5312429
3428,식객의주방,일반음식점,한식,제주특별자치도 제주시 연동 294-84,제주특별자치도 제주시 사장길 12 (연동),33.4845280,126.4955133
3429,착한밥상,일반음식점,경양식,제주특별자치도 제주시 이도이동 2036-2,"제주특별자치도 제주시 구남동2길 38, 1층 (이도이동)",33.4888809,126.5341692
3430,서문일번지식당,일반음식점,한식,제주특별자치도 제주시 용담일동 135-9번지 서문공설시장 134호,"제주특별자치도 제주시 서문로4길 13-2, 134호 (용담일동,서문공설시장)",33.5113513,126.5179038
3431,컴포즈커피제주제원점,일반음식점,호프/통닭,제주특별자치도 제주시 연동 261-60,제주특별자치도 제주시 제원길 16 (연동),33.4884923,126.4892179
3432,두맹이동네순대국밥,일반음식점,한식,제주특별자치도 제주시 일도이동 991-21,제주특별자치도 제주시 신산로1길 26 (일도이동),33.5129973,126.5344839
3433,개가게를판다,일반음식점,한식,제주특별자치도 제주시 용담삼동 2360번지,"제주특별자치도 제주시 서해안로 494, 1층 (용담삼동)",33.5193437,126.4919287
3434,까투리광양점,일반음식점,호프/통닭,제주특별자치도 제주시 이도일동 1686-6번지 (중앙로242),"제주특별자치도 제주시 중앙로 184 (이도일동,(중앙로242))",33.5027043,126.5274892
3435,더스푼,일반음식점,기타,제주특별자치도 제주시 아라이동 3014-5번지,"제주특별자치도 제주시 구남동1길 45, 1층 (아라이동)",33.4934034,126.5411536
3436,부가네얼큰이노형점,일반음식점,기타,제주특별자치도 제주시 노형동 1054-6,"제주특별자치도 제주시 월랑로8길 1, 107호 (노형동)",33.4888185,126.4766739
3437,섬채,일반음식점,뷔페식,제주특별자치도 제주시 오라이동 2217-2번지,"제주특별자치도 제주시 오라로 61, 2층 (오라이동)",33.4960708,126.5103443
3438,서황,일반음식점,한식,제주특별자치도 제주시 애월읍 소길리 794-1번지,"제주특별자치도 제주시 애월읍 장소로 205-2, 1층",33.4343628,126.3795936
3439,오렌지나무,일반음식점,한식,제주특별자치도 제주시 삼양이동 2102-21,"제주특별자치도 제주시 설촌로10길 25, 1층 (삼양이동)",33.5241075,126.5841887
3440,투다리정든점,일반음식점,통닭(치킨),제주특별자치도 제주시 노형동 2578-6번지,제주특별자치도 제주시 달마루길 12 (노형동),33.4891496,126.4746777
3441,한양춘향연화점,일반음식점,한식,제주특별자치도 제주시 연동 1532-9,"제주특별자치도 제주시 연화중길 19, 1층 (연동)",33.4771459,126.4888379
3442,탄트라,일반음식점,경양식,제주특별자치도 제주시 애월읍 고내리 84번지,"제주특별자치도 제주시 애월읍 애월해안로 394, 지하2층",33.4725172,126.3504598
3443,응그레,일반음식점,기타,제주특별자치도 제주시 아라일동 6047-11,"제주특별자치도 제주시 아란7길 46, 1층 (아라일동)",33.4745544,126.5405345
3444,가야포도원,일반음식점,한식,제주특별자치도 제주시 봉개동 2079-4,"제주특별자치도 제주시 봉개대동4길 11-1, 1층 (봉개동)",33.4881387,126.5968171
3445,제주삼춘,일반음식점,기타,제주특별자치도 제주시 조천읍 함덕리 1002-18,"제주특별자치도 제주시 조천읍 신북로 537-1, 1층",33.5418117,126.6673391
3446,상임이네스페샬,일반음식점,호프/통닭,제주특별자치도 제주시 이호이동 797-1번지 (오도로15),"제주특별자치도 제주시 오도1길 7, 1층 (이호이동)",33.4942382,126.4610321
3447,다원우,일반음식점,식육(숯불구이),제주특별자치도 제주시 외도일동 642-2번지,"제주특별자치도 제주시 우령6길 75-1, 2층 (외도일동)",33.4846693,126.4290672
3448,우곱창,일반음식점,한식,제주특별자치도 제주시 외도일동 474-8,"제주특별자치도 제주시 우정로8길 6, 102호 (외도일동)",33.4894479,126.4301826
3449,(주)미라클,일반음식점,한식,제주특별자치도 제주시 도두이동 716-1번지,"제주특별자치도 제주시 서해안로 346-14, 지하1층 (도두이동)",33.5093741,126.4812326
3450,해물창고,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 1346-9번지,"제주특별자치도 제주시 한림읍 한림북동길 7, 2층 224호",33.4159154,126.2636125
3451,라쁠라주,일반음식점,분식,제주특별자치도 제주시 용담삼동 2289번지,"제주특별자치도 제주시 서해안로 518, 1층 제1호 (용담삼동)",33.5198014,126.4944959
3452,옥돌해장국,일반음식점,통닭(치킨),제주특별자치도 제주시 아라일동 6113-8,"제주특별자치도 제주시 인다5길 11-16, 1층 (아라일동)",33.4756915,126.5489357
3453,호텔샌드,일반음식점,까페,제주특별자치도 제주시 한림읍 협재리 2446-3,"제주특별자치도 제주시 한림읍 한림로 339, 1층",33.3939130,126.2405214
3454,서흘포가든서사라점,일반음식점,식육(숯불구이),제주특별자치도 제주시 오라일동 2453-19,"제주특별자치도 제주시 서사로 175, 1층 (오라일동)",33.4965595,126.5199701
3455,우림푸드,일반음식점,뷔페식,제주특별자치도 제주시 애월읍 하귀2리 2693-3,"제주특별자치도 제주시 애월읍 애월해안로 917, 지하1층",33.4843180,126.3934546
3456,SG스크린골프광양점,일반음식점,한식,제주특별자치도 제주시 이도일동 1260-1번지,"제주특별자치도 제주시 중앙로 187, 3층 (이도일동)",33.5026402,126.5279589
3457,선미뷔페,일반음식점,한식,제주특별자치도 제주시 건입동 1277-15번지,"제주특별자치도 제주시 만덕로3길 11, 1층 (건입동)",33.5155947,126.5324991
3458,왓덮,일반음식점,한식,제주특별자치도 제주시 용담일동 394번지,"제주특별자치도 제주시 동한두기길 9, 1층 (용담일동)",33.5157459,126.5159493
3459,탐나요,일반음식점,한식,제주특별자치도 제주시 아라일동 6103-4,"제주특별자치도 제주시 인다7길 12, 1층 (아라일동)",33.4765787,126.5454237
3460,가식,일반음식점,한식,제주특별자치도 제주시 조천읍 조천리 2723-1번지,"제주특별자치도 제주시 조천읍 조천북1길 33, 1층",33.5417600,126.6350646
3461,도두포차,일반음식점,호프/통닭,제주특별자치도 제주시 도두일동 2538,"제주특별자치도 제주시 서해안로 146, 103동 지하1층 (도두일동)",33.5027150,126.4649418
3462,제주안방갈비,일반음식점,기타,제주특별자치도 제주시 도남동 800,"제주특별자치도 제주시 오남로 7-13, 상가동 1층 103호 (도남동, 도남이편한세상)",33.4949207,126.5224485
3463,낙지로,일반음식점,한식,제주특별자치도 제주시 연동 292-25,"제주특별자치도 제주시 신대로12길 19, 1층 (연동)",33.4886041,126.4944105
3464,불닭공장삼화점,일반음식점,통닭(치킨),제주특별자치도 제주시 화북일동 18-1 (1층),"제주특별자치도 제주시 동화로1길 53-14, 1층 (화북일동)",33.5176451,126.5776874
3465,아빠부엌,일반음식점,한식,제주특별자치도 제주시 외도일동 527-1,"제주특별자치도 제주시 우령2길 11, 1층 (외도일동)",33.4881696,126.4316886
3466,체크인,일반음식점,기타,제주특별자치도 제주시 건입동 1319-48,"제주특별자치도 제주시 임항로 28, 8층 (건입동)",33.5162910,126.5277934
3467,대흘퐁낭식당,일반음식점,한식,제주특별자치도 제주시 조천읍 대흘리 2296-2번지,"제주특별자치도 제주시 조천읍 중산간동로 644, 제2동 1층",33.4983230,126.6540765
3468,제원뼈다귀감자탕,일반음식점,한식,제주특별자치도 제주시 연동 273-25,"제주특별자치도 제주시 신대로14길 49, 1층 (연동)",33.4876950,126.4912076
3469,복덕이네,일반음식점,한식,제주특별자치도 제주시 연동 2329-1,"제주특별자치도 제주시 도령로13길 15, 1층 (연동)",33.4927226,126.4879847
3470,앰버,일반음식점,라이브카페,제주특별자치도 제주시 일도이동 69-6,"제주특별자치도 제주시 연삼로 515, 2층 (일도이동)",33.5012711,126.5442092
3471,버거307제주함덕점,일반음식점,기타,제주특별자치도 제주시 조천읍 함덕리 1269-19,"제주특별자치도 제주시 조천읍 조함해안로 504, 1층 103,104호",33.5424100,126.6668902
3472,김주학짬뽕,일반음식점,중국식,제주특별자치도 제주시 일도이동 995-2번지,"제주특별자치도 제주시 동문로14길 10, 102호,103호 (일도이동)",33.5125434,126.5331086
3473,하도리1091,일반음식점,기타,제주특별자치도 제주시 구좌읍 하도리 1091-5번지,"제주특별자치도 제주시 구좌읍 하도13길 6, 1층",33.5087075,126.8881332
3474,우도몬딱,일반음식점,기타,제주특별자치도 제주시 우도면 연평리 1199-5,"제주특별자치도 제주시 우도면 우도해안길 794, 1층",33.5150294,126.9569648
3475,모이세해장국노형점,일반음식점,한식,제주특별자치도 제주시 노형동 2577-3,"제주특별자치도 제주시 월랑로 61, 1층 (노형동)",33.4903436,126.4740148
3476,황금돼지등갈비,일반음식점,한식,제주특별자치도 제주시 노형동 1068-8,"제주특별자치도 제주시 월랑로4길 17, 1층 (노형동)",33.4886755,126.4790088
3477,강씨고집,일반음식점,한식,제주특별자치도 제주시 이도이동 2013-7번지,"제주특별자치도 제주시 구남동6길 33, 2층 (이도이동)",33.4878210,126.5361350
3478,세화에서소주한잔,일반음식점,호프/통닭,제주특별자치도 제주시 구좌읍 세화리 1454-5번지,"제주특별자치도 제주시 구좌읍 세화3길 6, 1층",33.5238856,126.8559944
3479,참사랑전복해물탕,일반음식점,식육(숯불구이),제주특별자치도 제주시 연동 284-2,제주특별자치도 제주시 연동10길 3 (연동),33.4853886,126.4920357
